marque,modele_dossier,modele,type_carburant,est_hybride,puissance_fiscale,conso_urbaine,conso_extraurbaine,conso_mixte,co2_gkm,masse_min_kg,masse_max_kg,carrosserie,gamme,motorisation
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,899999619","6,699999809","7,900000095",208.0,2075,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2186,2275,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,899999619","6,699999809","7,900000095",208.0,2075,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2356,2585,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,10,"6,800000191",8,211.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2186,2275,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2356,2585,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2356,2585,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,10,"6,800000191",8,211.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2075,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2356,2525,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2586,2600,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2075,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2356,2585,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2586,2600,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2275,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2075,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2356,2525,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2356,2585,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2275,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2275,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2275,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2075,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2586,2600,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2356,2585,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2275,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2586,2600,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,899999619","6,699999809","7,900000095",208.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2586,2600,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2275,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2275,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2275,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2075,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,899999619","6,699999809","7,900000095",208.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2586,2600,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2356,2585,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2356,2585,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2075,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,10,"6,800000191",8,211.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2075,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2356,2525,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2356,2525,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2075,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,10,"6,800000191",8,211.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2075,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2356,2585,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2356,2585,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2075,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2356,2585,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,300000191","6,5","7,5",198.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2275,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2356,2525,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2356,2525,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,11,"10,10000038","6,900000095","8,100000381",214.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2356,2585,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2275,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2586,2600,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2586,2600,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,699999809","6,300000191","7,099999905",187.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2586,2600,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2586,2600,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,899999619","6,699999809","7,900000095",208.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,899999619","6,699999809","7,900000095",208.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,899999619","6,699999809","7,900000095",208.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,399999619","6,599999905","7,599999905",200.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,899999619","6,699999809","7,900000095",208.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,899999619","6,699999809","7,900000095",208.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,800000191","6,400000095","7,199999809",190.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,899999619","6,699999809","7,900000095",208.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2275,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,899999619","6,699999809","7,900000095",208.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,899999619","6,699999809","7,900000095",208.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2355,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,10,"6,800000191",8,211.0,2076,2185,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2275,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2275,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,5","6,699999809","7,699999809",203.0,2186,2350,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,899999619","6,699999809","7,900000095",208.0,2025,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"9,899999619","6,699999809","7,900000095",208.0,2050,2075,MINIBUS,MOY-SUPER,diesel
MERCEDES,VIANO,VIANO,GO,non,10,"8,899999619","6,5","7,300000191",193.0,2186,2355,MINIBUS,MOY-SUPER,diesel
